,Unnamed: 0,Rating,Location,Headquarters,Size,Type of ownership,Sector,Revenue,Employer Provided Salary,Salary Per Hour,min salary,max salary,mean salary,Company,age,Company - Private,Company - Public,Government,Hospital,Nonprofit Organization,Other Organization,Subsidiary or Business Segment,le_sectors,mathematics,python, r ,machine learning,aws,cloud,excel,Senior/Junior,Role,No of competitors,Loc==HQ
364,364,3.1, NC, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,80,155,117.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,1,1,Data Scientist,0,1
365,365,2.4, CA, CA,501 - 1000 ,Company - Private,Biotech & Pharmaceuticals,$50 - $100 million ,0,0,43,98,70.5,Crown Bioscience,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
366,366,4.8, CA, CA,51 - 200 ,Company - Private,Information Technology,$25 - $50 million ,0,0,45,78,61.5,HOVER,9,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data Analyst,0,1
367,367,2.9, NY, NC,1001 - 5000 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,44,96,70.0,Q2 Solutions,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,0
368,368,2.9, GA, NC,1001 - 5000 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,50,110,80.0,Q2 Solutions,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Data Scientist,0,0
369,369,3.4, MA, MA,1001 - 5000 ,Company - Private,Insurance,$100 - $500 million ,0,0,61,119,90.0,Arbella Insurance,32,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,Data or ML Engineer,0,1
370,370,-1.0, MA, CA,Unknown,Company - Private,Other Sectors,Unknown / Non-Applicable,1,0,100,140,120.0,Kronos Bio,-1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,Data Scientist,0,0
371,371,2.6, PA, PA,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,56,91,73.5,Software Engineering Institute,36,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,Data Scientist,0,1
372,372,3.8, FL, FL,501 - 1000 ,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable,0,0,68,114,91.0,Zimmerman Advertising,36,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,Data Scientist,0,1
373,373,5.0, DC, VA,Unknown,Company - Private,Information Technology,Unknown / Non-Applicable,1,0,150,160,155.0,BPA Services,-1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,Data Scientist,0,0
374,374,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,101,158,129.5,MassMutual,169,1,0,0,0,0,0,0,7,1,1,1,0,1,1,1,0,Other Data Roles,0,1
375,375,4.0, NY, NY,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,125,210,167.5,Pfizer,171,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Data Scientist,0,1
376,376,3.8, WI, WI,1001 - 5000 ,Company - Public,Finance,$1 - $2 billion ,0,0,43,77,60.0,Associated Banc-Corp,150,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Data Analyst,3,1
377,377,3.9, CA, CA,51 - 200 ,Company - Private,Finance,$50 - $100 million ,0,0,139,221,180.0,Zest AI,11,1,0,0,0,0,0,0,4,0,1,1,1,0,0,1,1,Data Scientist,0,1
378,378,3.8, NY, NY,1001 - 5000 ,Company - Private,Other Sectors,$2 - $5 billion ,0,0,44,86,65.0,Fareportal,18,1,0,0,0,0,0,0,9,1,0,1,0,0,0,1,0,Data Analyst,3,1
379,379,4.3, NC, CA,5001 - 10000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,78,147,112.5,Genesys,30,1,0,0,0,0,0,0,6,0,1,0,0,1,1,0,1,Data or ML Engineer,3,0
380,380,1.9, NY, NY,201 - 500 ,Company - Private,Retail,$100 - $500 million ,0,0,65,110,87.5,Moda Operandi,10,1,0,0,0,0,0,0,10,0,1,1,0,0,0,1,1,Data Analyst,3,1
381,381,3.3, IN, MA,10000+ ,Company - Private,Insurance,$10+ billion ,0,0,37,66,51.5,Liberty Mutual Insurance,108,1,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,Data or ML Engineer,3,0
382,382,4.7, CA, CA,51 - 200 ,Company - Private,Business Services,$10 - $25 million ,0,0,38,64,51.0,QK,48,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,Data Scientist,0,1
383,383,3.1, MA, Spain,10000+ ,Company - Private,Finance,$10+ billion ,0,0,43,82,62.5,Santander,164,1,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,Data Scientist,0,0
384,384,3.4, AZ, TN,501 - 1000 ,Company - Public,Health Care,Unknown / Non-Applicable,0,0,90,110,100.0,Tivity Health,39,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,Data or ML Engineer,0,0
385,385,4.4, VA, DC,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,61,109,85.0,BRMi,16,1,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,Data or ML Engineer,0,0
386,386,3.9, FL, FL,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,93,151,122.0,Luminar Technologies,8,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,Data Scientist,0,1
387,387,3.9, IL, FL,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,52,81,66.5,"Emtec, Inc.",25,1,0,0,0,0,0,0,6,0,1,1,0,0,1,0,0,Data Analyst,0,0
388,388,4.7, MO, MO,1001 - 5000 ,Company - Private,Finance,Unknown / Non-Applicable,0,0,40,101,70.5,Veterans United Home Loans,18,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Other Data Roles,0,1
389,389,4.7, TX, TX,51 - 200 ,Company - Private,Business Services,$10 - $25 million ,0,0,97,180,138.5,Praetorian,10,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,Data or ML Engineer,0,1
390,390,3.4, MA, United Kingdom,1001 - 5000 ,Company - Private,Business Services,$100 - $500 million ,0,0,81,134,107.5,PA Consulting,77,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,Data Scientist,3,0
391,391,3.8, MA, MA,501 - 1000 ,Company - Public,Biotech & Pharmaceuticals,$50 - $100 million ,0,0,84,157,120.5,Agios Pharmaceuticals,12,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Data Scientist,0,1
392,392,2.7, MD, MD,201 - 500 ,Company - Private,Biotech & Pharmaceuticals,$25 - $50 million ,0,0,49,113,81.0,Advanced BioScience Laboratories,59,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Data Scientist,0,1
393,393,3.1, KY, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,68,139,103.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,0
394,394,3.4, IL, IL,1001 - 5000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,75,140,107.5,Echo Global Logistics,15,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,Data or ML Engineer,3,1
395,395,4.0, CA, CA,1001 - 5000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,121,203,162.0,Glassdoor,13,1,0,0,0,0,0,0,6,0,1,0,1,1,0,1,1,Data or ML Engineer,2,1
396,396,3.5, CA, CA,1001 - 5000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,52,85,68.5,Esri,51,1,0,0,0,0,0,0,6,0,1,1,1,0,0,1,0,Data Scientist,1,1
397,397,3.4, OH, NY,10000+ ,Company - Public,Insurance,$5 - $10 billion ,0,0,81,140,110.5,Assurant,42,0,1,0,0,0,0,0,7,0,0,0,1,0,0,1,1,Data Scientist,3,0
398,398,3.7, IL, IL,10000+ ,Company - Public,Manufacturing,$10+ billion ,0,0,63,99,81.0,Caterpillar,95,0,1,0,0,0,0,0,8,1,0,1,0,0,0,0,0,Data Scientist,3,1
399,399,4.3, IL, IL,1001 - 5000 ,Company - Public,Other Sectors,$2 - $5 billion ,0,0,110,150,130.0,Equity Residential,27,0,1,0,0,0,0,0,9,1,1,1,1,0,0,1,1,Data Scientist,3,1
400,400,3.7, IA, IA,201 - 500 ,Subsidiary or Business Segment,Insurance,$100 - $500 million ,0,0,83,148,115.5,F&G,-1,0,0,0,0,0,0,1,7,0,1,0,0,0,0,1,1,Data or ML Engineer,0,1
401,401,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,60,101,80.5,PNNL,55,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,1,Data Scientist,3,1
402,402,4.6, IA, IA,501 - 1000 ,Company - Private,Finance,$100 - $500 million ,0,0,31,55,43.0,GreatAmerica Financial Services,28,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,Data Analyst,0,1
403,403,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,102,178,140.0,Acceleron Pharma,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Data Scientist,0,1
404,404,-1.0, MA, CA,Unknown,Company - Private,Other Sectors,Unknown / Non-Applicable,1,0,110,130,120.0,Kronos Bio,-1,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,Data Scientist,0,0
405,405,3.0, PA, PA,5001 - 10000 ,Company - Private,Insurance,$5 - $10 billion ,0,0,48,85,66.5,AmeriHealth Caritas,37,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,Data Analyst,3,1
406,406,4.7, CA, CA,51 - 200 ,Company - Private,Business Services,$1 - $5 million ,0,0,66,123,94.5,Strategic Employment Partners,14,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,Data or ML Engineer,0,1
407,407,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,92,146,119.0,PNNL,55,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,1,Data Scientist,3,1
408,408,3.2, NE, CO,10000+ ,Nonprofit Organization,Health Care,$10+ billion ,0,1,21,29,25.0,Catholic Health Initiatives,24,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,Data Scientist,2,0
409,409,2.7, TN, GA,5001 - 10000 ,Company - Public,Finance,$2 - $5 billion ,0,1,10,17,13.5,FLEETCOR,20,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,1,Data Analyst,0,0
410,410,3.3, IL, MA,10000+ ,Company - Private,Insurance,$10+ billion ,0,0,150,239,194.5,Liberty Mutual Insurance,108,1,0,0,0,0,0,0,7,0,1,1,0,0,0,0,1,Data Scientist,3,0
411,411,3.9, TX, TX,1001 - 5000 ,Nonprofit Organization,Business Services,$500 million - $1 billion ,0,0,52,91,71.5,Southwest Research Institute,73,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1,1,Data Scientist,3,1
412,412,3.7, TX, TX,501 - 1000 ,College / University,Education,Unknown / Non-Applicable,0,0,82,129,105.5,Applied Research Laboratories,-1,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,0,Data Scientist,0,1
413,413,3.1, NC, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,47,101,74.0,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,1,1,Data Scientist,0,1
414,414,3.7, AL, MA,10000+ ,Company - Public,Aerospace & Defense,$10+ billion ,0,0,49,76,62.5,Raytheon,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Data or ML Engineer,0,0
415,415,4.3, NC, NC,1001 - 5000 ,Nonprofit Organization,Business Services,$500 million - $1 billion ,0,0,43,88,65.5,RTI International,62,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,Data Scientist,3,1
416,416,3.6, NJ, NJ,1001 - 5000 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,124,199,161.5,TRANZACT,31,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,Data Scientist,0,1
417,417,2.1, PA, PA,1001 - 5000 ,Other Organization,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,52,93,72.5,United BioSource,17,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,Data Analyst,2,1
418,418,3.9, CA, CA,51 - 200 ,Company - Public,Information Technology,$10 - $25 million ,0,0,97,181,139.0,Figure Eight,12,0,1,0,0,0,0,0,6,0,1,0,1,1,1,1,1,Data or ML Engineer,0,1
419,419,3.9, CA, CA,201 - 500 ,Company - Private,Information Technology,$10 - $25 million ,0,0,100,173,136.5,Tapjoy,13,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,Data or ML Engineer,2,1
420,420,3.8, NY, NY,1001 - 5000 ,Company - Private,Other Sectors,$2 - $5 billion ,0,0,53,96,74.5,Fareportal,18,1,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,Data Scientist,3,1
421,421,3.1, NC, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,65,96,80.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,1,1,Data Scientist,0,1
422,422,3.5, NM, Germany,5001 - 10000 ,Company - Public,Biotech & Pharmaceuticals,$1 - $2 billion ,0,0,56,95,75.5,Sartorius,150,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Data Scientist,0,0
423,423,4.7, MO, MO,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,111,176,143.5,1904labs,4,1,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,Data Scientist,2,1
424,424,5.0, VA, VA,51 - 200 ,Company - Private,Aerospace & Defense,$10 - $25 million ,0,0,75,127,101.0,Royce Geospatial,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,0,1
425,425,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,65,119,92.0,MassMutual,169,1,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,Data or ML Engineer,0,1
426,426,3.8, WA, WA,1001 - 5000 ,Government,Other Sectors,$500 million - $1 billion ,0,0,56,97,76.5,PNNL,55,0,0,1,0,0,0,0,9,1,1,1,1,0,0,0,0,Data Scientist,3,1
427,427,4.7, UT, UT,51 - 200 ,Company - Private,Biotech & Pharmaceuticals,$1 - $5 million ,0,0,108,173,140.5,Recursion Pharmaceuticals,7,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,Data Scientist,0,1
428,428,3.6, NJ, NY,10000+ ,Company - Public,Finance,$10+ billion ,0,0,94,139,116.5,Citi,208,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Data Scientist,0,0
429,429,4.7, CA, CA,501 - 1000 ,Subsidiary or Business Segment,Information Technology,Unknown / Non-Applicable,0,0,176,289,232.5,Sage Intacct,21,0,0,0,0,0,0,1,6,0,1,0,1,0,1,0,1,Data Scientist,0,1
430,430,3.5, CA, CA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,92,149,120.5,Scale AI,4,1,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,Data Scientist,0,1
431,431,3.5, VA, CA,1001 - 5000 ,Company - Private,Information Technology,$1 - $2 billion ,0,0,63,101,82.0,Esri,51,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,Data Scientist,1,0
432,432,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
433,433,2.7, CA, TN,10000+ ,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,118,188,153.0,Change Healthcare,13,0,1,0,0,0,0,0,6,1,1,0,1,1,1,0,0,Data Scientist,0,0
434,434,3.4, CA, CA,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,108,146,127.0,MZ,12,1,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,Data Scientist,0,1
435,435,4.7, CA, CA,51 - 200 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,65,106,85.5,HG Insights,10,1,0,0,0,0,0,0,6,0,1,0,1,0,0,1,0,Data Scientist,0,1
436,436,2.8, NY, NY,1001 - 5000 ,Company - Public,Business Services,$1 - $2 billion ,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.",44,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,Data Scientist,0,1
437,437,3.5, NY, CA,1001 - 5000 ,Subsidiary or Business Segment,Other Sectors,$500 million - $1 billion ,0,0,94,162,128.0,CBS Interactive,28,0,0,0,0,0,0,1,9,1,1,0,1,0,1,0,0,Data Scientist,3,0
438,438,3.2, PA, PA,1 - 50 ,Company - Private,Business Services,$5 - $10 million ,0,0,63,120,91.5,"Numeric, LLC",-1,1,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,Data or ML Engineer,0,1
439,439,4.4, MA, MA,201 - 500 ,Company - Public,Biotech & Pharmaceuticals,$100 - $500 million ,0,0,90,179,134.5,Rubius Therapeutics,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Data Scientist,0,1
440,440,3.3, CA, CA,201 - 500 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,127,202,164.5,Samba TV,12,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,Data Scientist,0,1
441,441,4.0, MD, MD,51 - 200 ,Company - Private,Information Technology,$5 - $10 million ,0,0,60,127,93.5,ClearEdge,18,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data or ML Engineer,0,1
442,442,3.4, FL, FL,201 - 500 ,Company - Public,Other Sectors,$50 - $100 million ,0,0,31,57,44.0,SV Microwave,29,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,Data Analyst,0,1
443,443,3.8, TX, CA,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,105,194,149.5,Sumo Logic,10,1,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,Data or ML Engineer,3,0
444,444,3.5, DC, DC,1001 - 5000 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,45,86,65.5,EAB,13,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,Data or ML Engineer,0,1
445,445,4.4, VA, CA,1 - 50 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,75,143,109.0,SpringML,5,1,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,Data or ML Engineer,0,0
446,446,3.7, CA, CA,1001 - 5000 ,Subsidiary or Business Segment,Information Technology,$50 - $100 million ,0,0,126,228,177.0,Samsung Research America,32,0,0,0,0,0,0,1,6,1,1,0,0,1,0,0,0,Data or ML Engineer,3,1
447,447,4.7, VA, MA,201 - 500 ,Company - Private,Aerospace & Defense,$100 - $500 million ,0,0,80,134,107.0,Systems & Technology Research,10,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,Data Scientist,0,0
448,448,4.1, CA, CA,501 - 1000 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,120,189,154.5,Netskope,8,1,0,0,0,0,0,0,6,0,1,1,1,0,1,1,0,Data Scientist,3,1
449,449,4.0, CA, NJ,1 - 50 ,Company - Private,Other Sectors,Less than $1 million ,0,0,85,142,113.5,Lorven Technologies Inc,-1,1,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,Data Scientist,0,0
450,450,3.5, NC, NC,1001 - 5000 ,Company - Public,Insurance,Unknown / Non-Applicable,0,0,95,154,124.5,Brighthouse Financial,3,0,1,0,0,0,0,0,7,0,1,1,1,0,0,1,1,Data Scientist,0,1
451,451,2.5, CA, CA,1 - 50 ,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,111,176,143.5,CareDx,-1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,Data Scientist,1,1
452,452,3.9, CA, MD,1 - 50 ,Company - Private,Information Technology,Less than $1 million ,0,0,87,140,113.5,Serigor Inc.,-1,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,Data Scientist,0,0
453,453,3.4, VA, VA,10000+ ,Company - Public,Aerospace & Defense,$10+ billion ,0,0,76,127,101.5,Leidos,51,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Data Scientist,0,1
454,454,3.6, NY, CA,10000+ ,Subsidiary or Business Segment,Manufacturing,$2 - $5 billion ,0,0,54,92,73.0,Beckman Coulter Diagnostics,85,0,0,0,0,0,0,1,8,0,0,0,0,1,1,1,0,Data Analyst,3,0
455,455,3.5, NY, United Kingdom,10000+ ,Company - Public,Business Services,$2 - $5 billion ,0,0,61,100,80.5,IHS Markit,4,0,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,Data Scientist,2,0
456,456,-1.0, NY, India,Unknown,Company - Private,Other Sectors,Unknown / Non-Applicable,0,0,81,140,110.5,ALIN,-1,1,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,Data Scientist,0,0
457,457,2.9, CA, NY,51 - 200 ,Company - Private,Business Services,Unknown / Non-Applicable,0,0,80,148,114.0,Affinity Solutions,22,1,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,Data or ML Engineer,3,0
458,458,3.5, CA, MI,51 - 200 ,Company - Private,Other Sectors,$5 - $10 million ,0,0,108,171,139.5,e-IT Professionals Corp.,-1,1,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,Data Scientist,0,0
459,459,4.8, NY, NJ,1 - 50 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,112,179,145.5,TechProjects,9,1,0,0,0,0,0,0,6,0,1,1,0,0,0,1,0,Data Scientist,0,0
460,460,4.0, NY, NY,201 - 500 ,Company - Private,Finance,$100 - $500 million ,0,0,63,111,87.0,Biz2Credit Inc,13,1,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,Data Scientist,3,1
461,461,4.2, MA, MA,201 - 500 ,Company - Private,Finance,$50 - $100 million ,0,0,75,126,100.5,PeoplesBank,135,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Data Scientist,0,1
462,462,3.8, NY, France,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,110,184,147.0,Capgemini,53,0,1,0,0,0,0,0,6,1,1,1,1,0,1,1,0,Data Scientist,3,0
463,463,3.7, NY, NY,201 - 500 ,Company - Private,Insurance,$100 - $500 million ,0,0,76,145,110.5,GNY Insurance Companies,106,1,0,0,0,0,0,0,7,0,1,1,0,0,0,1,0,Data or ML Engineer,3,1
464,464,3.9, PA, PA,501 - 1000 ,Nonprofit Organization,Finance,Unknown / Non-Applicable,0,0,36,62,49.0,Citadel Federal Credit Union,83,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,Data Analyst,3,1
465,465,4.6, MA, TN,51 - 200 ,Company - Private,Business Services,$5 - $10 million ,0,0,70,118,94.0,"Conch Technologies, Inc",-1,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,Data Scientist,0,0
466,466,4.3, NY, NY,1001 - 5000 ,Company - Public,Information Technology,$500 million - $1 billion ,0,0,94,153,123.5,Medidata Solutions,21,0,1,0,0,0,0,0,6,1,1,1,1,0,0,0,1,Data Scientist,1,1
467,467,3.3, NY, NY,10000+ ,Hospital,Health Care,$500 million - $1 billion ,0,0,54,115,84.5,Rochester Regional Health,6,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,Data Scientist,0,1
468,468,3.7, VA, VA,501 - 1000 ,Company - Private,Information Technology,$100 - $500 million ,0,0,50,92,71.0,CALIBRE Systems,31,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,Data Analyst,3,1
469,469,4.0, OR, CA,10000+ ,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,49,97,73.0,HP Inc.,81,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Data or ML Engineer,0,0
470,470,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,67,135,101.0,MassMutual,169,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,Other Data Roles,0,1
471,471,3.9, CA, CA,201 - 500 ,Company - Private,Information Technology,$10 - $25 million ,0,0,138,224,181.0,Tapjoy,13,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,Data or ML Engineer,2,1
472,472,3.7, CA, VA,10000+ ,Company - Public,Aerospace & Defense,$10+ billion ,0,0,80,139,109.5,Northrop Grumman,81,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Data Scientist,0,0
473,473,3.7, WA, CA,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,158,211,184.5,Visa Inc.,62,0,1,0,0,0,0,0,6,0,1,1,1,0,1,1,1,Data Scientist,3,0
474,474,3.9, NY, NY,201 - 500 ,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,150,180,165.0,Quartet Health,6,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,Data Scientist,0,1
475,475,3.7, IL, IL,10000+ ,Company - Public,Information Technology,$5 - $10 billion ,0,0,42,80,61.0,Motorola Solutions,92,0,1,0,0,0,0,0,6,1,1,0,1,0,0,0,0,Data Analyst,3,1
476,476,4.1, CA, CA,51 - 200 ,Company - Private,Information Technology,$50 - $100 million ,0,0,190,220,205.0,Credit Sesame,10,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,1,Data or ML Engineer,3,1
477,477,3.1, NY, NY,1001 - 5000 ,Other Organization,Education,$100 - $500 million ,0,0,42,77,59.5,Success Academy Charter Schools,14,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,Data Analyst,0,1
478,478,3.1, KY, NC,5001 - 10000 ,Company - Private,Manufacturing,$10+ billion ,0,0,68,139,103.5,Reynolds American,145,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,Data Scientist,0,0
479,479,3.0, CT, India,10000+ ,Company - Public,Information Technology,$10+ billion ,0,0,54,71,62.5,Infosys,39,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,Data Analyst,3,0
480,480,3.6, MA, MA,5001 - 10000 ,Company - Private,Insurance,$10+ billion ,0,0,34,92,63.0,MassMutual,169,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,Data Analyst,0,1
481,481,3.6, NY, NY,1 - 50 ,Company - Private,Health Care,$10 - $25 million ,0,0,47,85,66.0,AXION Healthcare Solutions,40,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,Data Analyst,2,1
482,482,3.5, CA, CA,501 - 1000 ,Company - Private,Health Care,Unknown / Non-Applicable,0,0,65,124,94.5,Alignment Healthcare,7,1,0,0,0,0,0,0,5,1,1,0,1,1,1,1,0,Data or ML Engineer,0,1
483,483,4.2, NY, NY,51 - 200 ,Company - Private,Education,Unknown / Non-Applicable,0,0,56,95,75.5,ExecOnline,8,1,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,Data Scientist,3,1
484,484,4.0, VA, VA,501 - 1000 ,Company - Public,Aerospace & Defense,$100 - $500 million ,0,0,62,112,87.0,Mteq,66,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Data or ML Engineer,2,1
485,485,3.9, MD, United Kingdom,10000+ ,Company - Public,Biotech & Pharmaceuticals,$10+ billion ,0,0,107,173,140.0,AstraZeneca,107,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,Data Scientist,3,0
486,486,3.7, MD, VA,201 - 500 ,Company - Private,Information Technology,$25 - $50 million ,0,0,64,108,86.0,Brillient,14,1,0,0,0,0,0,0,6,1,1,1,1,0,1,1,0,Data Scientist,0,0
